scenario,method,r2_test,seed,distribution,response,missing_mechanism,status
student_t_quadratic_MCAR,NM+MLP_d3_h128x64x32,0.12196171,1,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d5_noact,0.10584724,1,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NMwide+MLP_d3_ef3,0.13140237,1,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NMwide+MLP_d5_ef3,0.11784887,1,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,ImputeMLP_128x64x32,0.3881271,1,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NeuMiss_d5,-0.060319185,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+A_gelu_d5,0.56166613,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+C_gelu_d5_ef3,0.6085843,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d3_h64,0.49188852,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d3_h64x32,0.5657469,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d5_h128x64,0.5133072,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d3_h128x64x32,0.45702046,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NM+MLP_d5_noact,0.38687307,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NMwide+MLP_d3_ef3,0.56218827,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,NMwide+MLP_d5_ef3,0.40857285,2,student_t,quadratic,MCAR,success
student_t_quadratic_MCAR,ImputeMLP_128x64x32,0.67886204,2,student_t,quadratic,MCAR,success
gaussian_quadratic_MAR,NeuMiss_d5,0.14432025,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+A_gelu_d5,0.7367356,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+C_gelu_d5_ef3,0.751197,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64,0.72565246,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64x32,0.699918,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_h128x64,0.7114651,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h128x64x32,0.70445764,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_noact,0.73763406,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d3_ef3,0.73542506,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d5_ef3,0.7097893,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,ImputeMLP_128x64x32,0.7874048,0,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NeuMiss_d5,0.76694953,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+A_gelu_d5,0.8018782,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+C_gelu_d5_ef3,0.8124556,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64,0.7887248,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64x32,0.802014,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_h128x64,0.7952073,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h128x64x32,0.7987047,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_noact,0.8016889,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d3_ef3,0.7964703,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d5_ef3,0.78762907,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,ImputeMLP_128x64x32,0.819458,1,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NeuMiss_d5,0.32679284,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+A_gelu_d5,0.71933997,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+C_gelu_d5_ef3,0.75059974,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64,0.70335376,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h64x32,0.70596755,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_h128x64,0.70879495,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d3_h128x64x32,0.70038414,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NM+MLP_d5_noact,0.71872747,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d3_ef3,0.72763425,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,NMwide+MLP_d5_ef3,0.73208576,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MAR,ImputeMLP_128x64x32,0.7602405,2,gaussian,quadratic,MAR,success
gaussian_quadratic_MNAR_censoring,NeuMiss_d5,0.41721183,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+A_gelu_d5,0.65014493,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+C_gelu_d5_ef3,0.7466589,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64,0.70906353,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64x32,0.7159349,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_h128x64,0.7118418,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h128x64x32,0.698254,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_noact,0.66486096,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d3_ef3,0.70919085,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d5_ef3,0.69817567,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,ImputeMLP_128x64x32,0.7771313,0,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NeuMiss_d5,0.45405877,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+A_gelu_d5,0.5519285,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+C_gelu_d5_ef3,0.5770851,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64,0.5974924,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64x32,0.6043509,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_h128x64,0.6027496,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h128x64x32,0.59083235,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_noact,0.6228491,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d3_ef3,0.5937176,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d5_ef3,0.6064381,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,ImputeMLP_128x64x32,0.6629615,1,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NeuMiss_d5,0.41631353,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+A_gelu_d5,0.6351076,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+C_gelu_d5_ef3,0.73961747,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64,0.67188513,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h64x32,0.7192577,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_h128x64,0.6838858,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d3_h128x64x32,0.7293461,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NM+MLP_d5_noact,0.6711478,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d3_ef3,0.7065321,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,NMwide+MLP_d5_ef3,0.6634323,2,gaussian,quadratic,MNAR_censoring,success
gaussian_quadratic_MNAR_censoring,ImputeMLP_128x64x32,0.77183557,2,gaussian,quadratic,MNAR_censoring,success
