scenario,method,r2_test,seed,response,distribution,status
gaussian_linear_MCAR,NM+MLP_d3_h32,0.7402667,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64,0.7569056,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128,0.7432722,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64x32,0.7540637,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128x64,0.720692,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128x64x32,0.73053545,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h256x128x64,0.7057073,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d1_h64x32,0.7204479,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d2_h64x32,0.7395995,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64x32,0.7451863,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_h64x32,0.74526274,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d7_h64x32,0.72470164,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_act,0.7369838,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_noact,0.7561667,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_res,0.74386084,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_nores,0.7020271,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_relu,0.72356457,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_gelu,0.74113154,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_silu,0.7303541,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_tanh,0.7433356,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.0,0.7342191,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.05,0.7276503,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.1,0.74245524,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.2,0.7412152,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.3,0.75066996,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef2,0.7479614,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef2,0.7453933,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef3,0.74720645,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef3,0.7431153,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef4,0.75393826,0,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef4,0.74375695,0,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h32,0.67469096,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64,0.67203355,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128,0.6720203,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64x32,0.66827774,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128x64,0.65573704,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h128x64x32,0.6274233,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h256x128x64,0.62364197,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d1_h64x32,0.6621479,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d2_h64x32,0.67161953,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_h64x32,0.6670273,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_h64x32,0.674175,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d7_h64x32,0.67399204,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_act,0.66440034,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_noact,0.6923971,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_res,0.66529787,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d5_nores,0.6477897,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_relu,0.6612009,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_gelu,0.665506,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_silu,0.67460775,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_tanh,0.68101144,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.0,0.6434771,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.05,0.6603019,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.1,0.6775423,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.2,0.67774487,1,linear,gaussian,success
gaussian_linear_MCAR,NM+MLP_d3_dp0.3,0.67450804,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef2,0.65849024,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef2,0.66417605,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef3,0.6659633,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef3,0.6765372,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d3_ef4,0.6744615,1,linear,gaussian,success
gaussian_linear_MCAR,NMwide+MLP_d5_ef4,0.65921104,1,linear,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h32,0.59103036,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h64,0.5884882,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h128,0.5972202,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h64x32,0.5789937,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h128x64,0.57466686,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h128x64x32,0.56558,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h256x128x64,0.5536793,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d1_h64x32,0.55968094,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d2_h64x32,0.55317116,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h64x32,0.58424914,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d5_h64x32,0.5762545,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d7_h64x32,0.56534016,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_act,0.5612616,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_noact,0.58114344,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d5_res,0.57251006,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d5_nores,0.50930566,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_relu,0.5323037,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_gelu,0.5682235,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_silu,0.586462,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_tanh,0.4860744,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_dp0.0,0.57006556,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_dp0.05,0.56912106,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_dp0.1,0.5687276,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_dp0.2,0.5604181,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_dp0.3,0.5906476,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d3_ef2,0.55188286,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d5_ef2,0.5435426,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d3_ef3,0.6031138,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d5_ef3,0.57396495,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d3_ef4,0.55135345,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NMwide+MLP_d5_ef4,0.5908484,0,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h32,0.6113453,1,quadratic,gaussian,success
gaussian_quadratic_MCAR,NM+MLP_d3_h64,0.5988713,1,quadratic,gaussian,success
