dataset,missing_rate,mechanism,method,fold,r2,actual_miss_rate,status
Diabetes,0.3,MCAR,PretrainEnc,3,0.2981014919456828,0.29411764705882354,success
Diabetes,0.3,MCAR,ImputeMLP,3,0.5262801308235069,0.29411764705882354,success
Diabetes,0.3,MCAR,IterImp+Ridge,3,0.4652620621946767,0.29411764705882354,success
Diabetes,0.3,MCAR,IterImp+RF,3,0.4254293391330807,0.29411764705882354,success
Diabetes,0.3,MCAR,NeuMiss_d3,4,-0.05895131364215023,0.2925339366515837,success
Diabetes,0.3,MCAR,NeuMiss_d5,4,-0.5329726265167358,0.2925339366515837,success
Diabetes,0.3,MCAR,NM+C_gelu,4,-1.1373636400888731,0.2925339366515837,success
Diabetes,0.3,MCAR,PretrainEnc,4,0.13285251983545288,0.2925339366515837,success
Diabetes,0.3,MCAR,ImputeMLP,4,0.2715614032051904,0.2925339366515837,success
Diabetes,0.3,MCAR,IterImp+Ridge,4,0.29357388891587033,0.2925339366515837,success
Diabetes,0.3,MCAR,IterImp+RF,4,0.25970447622902426,0.2925339366515837,success
Diabetes,0.3,MAR,NeuMiss_d3,0,-0.24524159330937878,0.36447963800904976,success
Diabetes,0.3,MAR,NeuMiss_d5,0,-0.06058340931061856,0.36447963800904976,success
Diabetes,0.3,MAR,NM+C_gelu,0,-0.7250829680246551,0.36447963800904976,success
Diabetes,0.3,MAR,PretrainEnc,0,0.366132606409837,0.36447963800904976,success
Diabetes,0.3,MAR,ImputeMLP,0,0.38980769464079745,0.36447963800904976,success
Diabetes,0.3,MAR,IterImp+Ridge,0,0.3177326455583528,0.36447963800904976,success
Diabetes,0.3,MAR,IterImp+RF,0,0.25428860780263085,0.36447963800904976,success
Diabetes,0.3,MAR,NeuMiss_d3,1,-0.08357522511468551,0.3753393665158371,success
Diabetes,0.3,MAR,NeuMiss_d5,1,-0.563374311130479,0.3753393665158371,success
Diabetes,0.3,MAR,NM+C_gelu,1,-0.8083605947544128,0.3753393665158371,success
Diabetes,0.3,MAR,PretrainEnc,1,0.4513911228061356,0.3753393665158371,success
Diabetes,0.3,MAR,ImputeMLP,1,0.5092159986866884,0.3753393665158371,success
Diabetes,0.3,MAR,IterImp+Ridge,1,0.5212134249341239,0.3753393665158371,success
Diabetes,0.3,MAR,IterImp+RF,1,0.4588936419014674,0.3753393665158371,success
Diabetes,0.3,MAR,NeuMiss_d3,2,-1.0080285312398907,0.3563348416289593,success
Diabetes,0.3,MAR,NeuMiss_d5,2,-1.0283882860783056,0.3563348416289593,success
Diabetes,0.3,MAR,NM+C_gelu,2,-0.9832638550371671,0.3563348416289593,success
Diabetes,0.3,MAR,PretrainEnc,2,0.24397830478742877,0.3563348416289593,success
Diabetes,0.3,MAR,ImputeMLP,2,0.18646694069810177,0.3563348416289593,success
Diabetes,0.3,MAR,IterImp+Ridge,2,0.18281777480667194,0.3563348416289593,success
Diabetes,0.3,MAR,IterImp+RF,2,0.12823062632008375,0.3563348416289593,success
Diabetes,0.3,MAR,NeuMiss_d3,3,-0.6498229870697285,0.3606334841628959,success
Diabetes,0.3,MAR,NeuMiss_d5,3,-1.1159847731105614,0.3606334841628959,success
Diabetes,0.3,MAR,NM+C_gelu,3,-0.47136754263168323,0.3606334841628959,success
Diabetes,0.3,MAR,PretrainEnc,3,0.40835989029397546,0.3606334841628959,success
Diabetes,0.3,MAR,ImputeMLP,3,0.4696456079345085,0.3606334841628959,success
Diabetes,0.3,MAR,IterImp+Ridge,3,0.42806367200928785,0.3606334841628959,success
Diabetes,0.3,MAR,IterImp+RF,3,0.4385909197696115,0.3606334841628959,success
Diabetes,0.3,MAR,NeuMiss_d3,4,-0.30475666427560033,0.3592760180995475,success
Diabetes,0.3,MAR,NeuMiss_d5,4,-0.653186866517868,0.3592760180995475,success
Diabetes,0.3,MAR,NM+C_gelu,4,-1.449732406583328,0.3592760180995475,success
Diabetes,0.3,MAR,PretrainEnc,4,-0.029244467790848327,0.3592760180995475,success
Diabetes,0.3,MAR,ImputeMLP,4,0.2059975135184201,0.3592760180995475,success
Diabetes,0.3,MAR,IterImp+Ridge,4,0.2144646550684346,0.3592760180995475,success
Diabetes,0.3,MAR,IterImp+RF,4,0.1701460776674244,0.3592760180995475,success
Diabetes,0.5,MCAR,NeuMiss_d3,0,-0.1287578797679243,0.503393665158371,success
Diabetes,0.5,MCAR,NeuMiss_d5,0,-0.7256872681905524,0.503393665158371,success
Diabetes,0.5,MCAR,NM+C_gelu,0,-1.276049646050844,0.503393665158371,success
Diabetes,0.5,MCAR,PretrainEnc,0,0.013906426069856481,0.503393665158371,success
Diabetes,0.5,MCAR,ImputeMLP,0,0.2585605564356612,0.503393665158371,success
Diabetes,0.5,MCAR,IterImp+Ridge,0,0.31139606454539226,0.503393665158371,success
Diabetes,0.5,MCAR,IterImp+RF,0,0.2213628061387407,0.503393665158371,success
Diabetes,0.5,MCAR,NeuMiss_d3,1,-0.696866409342435,0.5018099547511312,success
Diabetes,0.5,MCAR,NeuMiss_d5,1,-1.725711408614401,0.5018099547511312,success
Diabetes,0.5,MCAR,NM+C_gelu,1,-0.1911410070400259,0.5018099547511312,success
Diabetes,0.5,MCAR,PretrainEnc,1,0.36354772283864845,0.5018099547511312,success
Diabetes,0.5,MCAR,ImputeMLP,1,0.4207077072523221,0.5018099547511312,success
Diabetes,0.5,MCAR,IterImp+Ridge,1,0.428512079424752,0.5018099547511312,success
Diabetes,0.5,MCAR,IterImp+RF,1,0.3633860580236852,0.5018099547511312,success
Diabetes,0.5,MCAR,NeuMiss_d3,2,-0.747105028439935,0.48959276018099546,success
Diabetes,0.5,MCAR,NeuMiss_d5,2,-0.5045386919875581,0.48959276018099546,success
Diabetes,0.5,MCAR,NM+C_gelu,2,-1.1514241467965305,0.48959276018099546,success
Diabetes,0.5,MCAR,PretrainEnc,2,0.1947896802051241,0.48959276018099546,success
Diabetes,0.5,MCAR,ImputeMLP,2,0.21599198328983626,0.48959276018099546,success
Diabetes,0.5,MCAR,IterImp+Ridge,2,0.23350229262322397,0.48959276018099546,success
Diabetes,0.5,MCAR,IterImp+RF,2,0.14326456108968633,0.48959276018099546,success
Diabetes,0.5,MCAR,NeuMiss_d3,3,-0.9931548094596154,0.4850678733031674,success
Diabetes,0.5,MCAR,NeuMiss_d5,3,-0.8172480417735022,0.4850678733031674,success
Diabetes,0.5,MCAR,NM+C_gelu,3,-0.717782899094475,0.4850678733031674,success
Diabetes,0.5,MCAR,PretrainEnc,3,0.30540904235555033,0.4850678733031674,success
Diabetes,0.5,MCAR,ImputeMLP,3,0.4935714479268555,0.4850678733031674,success
Diabetes,0.5,MCAR,IterImp+Ridge,3,0.46437698432707764,0.4850678733031674,success
Diabetes,0.5,MCAR,IterImp+RF,3,0.3831675814647747,0.4850678733031674,success
Diabetes,0.5,MCAR,NeuMiss_d3,4,-0.07211446775992858,0.48665158371040723,success
Diabetes,0.5,MCAR,NeuMiss_d5,4,-1.3205644761694106,0.48665158371040723,success
Diabetes,0.5,MCAR,NM+C_gelu,4,-1.8387534075902563,0.48665158371040723,success
Diabetes,0.5,MCAR,PretrainEnc,4,-0.06010600670467947,0.48665158371040723,success
Diabetes,0.5,MCAR,ImputeMLP,4,0.2573556151545041,0.48665158371040723,success
Diabetes,0.5,MCAR,IterImp+Ridge,4,0.2715638943093247,0.48665158371040723,success
Diabetes,0.5,MCAR,IterImp+RF,4,0.25246820792018,0.48665158371040723,success
Diabetes,0.5,MAR,NeuMiss_d3,0,-0.24634466588456227,0.48823529411764705,success
Diabetes,0.5,MAR,NeuMiss_d5,0,-1.0159239915812805,0.48823529411764705,success
Diabetes,0.5,MAR,NM+C_gelu,0,-0.6608207354705982,0.48823529411764705,success
Diabetes,0.5,MAR,PretrainEnc,0,0.21696466582768437,0.48823529411764705,success
Diabetes,0.5,MAR,ImputeMLP,0,0.33409724353421766,0.48823529411764705,success
Diabetes,0.5,MAR,IterImp+Ridge,0,0.23270760074302488,0.48823529411764705,success
Diabetes,0.5,MAR,IterImp+RF,0,0.2122029882760743,0.48823529411764705,success
Diabetes,0.5,MAR,NeuMiss_d3,1,-0.6348123697777184,0.4918552036199095,success
Diabetes,0.5,MAR,NeuMiss_d5,1,-1.3094445538607236,0.4918552036199095,success
Diabetes,0.5,MAR,NM+C_gelu,1,-0.559741537332332,0.4918552036199095,success
Diabetes,0.5,MAR,PretrainEnc,1,0.5194087768102684,0.4918552036199095,success
Diabetes,0.5,MAR,ImputeMLP,1,0.46105248200374394,0.4918552036199095,success
Diabetes,0.5,MAR,IterImp+Ridge,1,0.4403692075241956,0.4918552036199095,success
Diabetes,0.5,MAR,IterImp+RF,1,0.4147088242456277,0.4918552036199095,success
Diabetes,0.5,MAR,NeuMiss_d3,2,-0.8492887225362267,0.4816742081447964,success
Diabetes,0.5,MAR,NeuMiss_d5,2,-0.394636078755946,0.4816742081447964,success
Diabetes,0.5,MAR,NM+C_gelu,2,-0.42288207835106917,0.4816742081447964,success
Diabetes,0.5,MAR,PretrainEnc,2,0.19605832559689096,0.4816742081447964,success
Diabetes,0.5,MAR,ImputeMLP,2,0.21889318872522723,0.4816742081447964,success
Diabetes,0.5,MAR,IterImp+Ridge,2,0.1875030557114904,0.4816742081447964,success
Diabetes,0.5,MAR,IterImp+RF,2,0.22261024257442208,0.4816742081447964,success
Diabetes,0.5,MAR,NeuMiss_d3,3,-0.7903128552874981,0.47330316742081446,success
Diabetes,0.5,MAR,NeuMiss_d5,3,-2.846575163361583,0.47330316742081446,success
Diabetes,0.5,MAR,NM+C_gelu,3,-0.3596994125498436,0.47330316742081446,success
Diabetes,0.5,MAR,PretrainEnc,3,0.360442288266031,0.47330316742081446,success
Diabetes,0.5,MAR,ImputeMLP,3,0.4620368526413463,0.47330316742081446,success
Diabetes,0.5,MAR,IterImp+Ridge,3,0.32862845024029097,0.47330316742081446,success
Diabetes,0.5,MAR,IterImp+RF,3,0.3526282081648857,0.47330316742081446,success
Diabetes,0.5,MAR,NeuMiss_d3,4,-0.14165430897461784,0.47307692307692306,success
Diabetes,0.5,MAR,NeuMiss_d5,4,-0.9157164002265037,0.47307692307692306,success
Diabetes,0.5,MAR,NM+C_gelu,4,-1.2986721864212099,0.47307692307692306,success
Diabetes,0.5,MAR,PretrainEnc,4,0.0019930839700027514,0.47307692307692306,success
Diabetes,0.5,MAR,ImputeMLP,4,0.1447741494033843,0.47307692307692306,success
Diabetes,0.5,MAR,IterImp+Ridge,4,0.21876866201169265,0.47307692307692306,success
Diabetes,0.5,MAR,IterImp+RF,4,0.14882352580358238,0.47307692307692306,success
AmesHousing,0.1,MCAR,NeuMiss_d3,0,-4.249765815663537,0.09836777008944717,success
AmesHousing,0.1,MCAR,NeuMiss_d5,0,-5.694861741274271,0.09836777008944717,success
AmesHousing,0.1,MCAR,NM+C_gelu,0,-4.18702713135657,0.09836777008944717,success
AmesHousing,0.1,MCAR,PretrainEnc,0,0.7005571384707991,0.09836777008944717,success
AmesHousing,0.1,MCAR,ImputeMLP,0,0.6801167295187616,0.09836777008944717,success
AmesHousing,0.1,MCAR,IterImp+Ridge,0,0.7804960097695833,0.09836777008944717,success
AmesHousing,0.1,MCAR,IterImp+RF,0,0.8466436886185191,0.09836777008944717,success
AmesHousing,0.1,MCAR,NeuMiss_d3,1,-4.640989224365104,0.09846420907973094,success
AmesHousing,0.1,MCAR,NeuMiss_d5,1,-2.071069195705796,0.09846420907973094,success
AmesHousing,0.1,MCAR,NM+C_gelu,1,-8.807104488406512,0.09846420907973094,success
AmesHousing,0.1,MCAR,PretrainEnc,1,0.8008443962611989,0.09846420907973094,success
AmesHousing,0.1,MCAR,ImputeMLP,1,0.818210204508149,0.09846420907973094,success
AmesHousing,0.1,MCAR,IterImp+Ridge,1,0.8626650118329628,0.09846420907973094,success
AmesHousing,0.1,MCAR,IterImp+RF,1,0.8993544882337707,0.09846420907973094,success
AmesHousing,0.1,MCAR,NeuMiss_d3,2,-4.821313235240607,0.09954914772042336,success
AmesHousing,0.1,MCAR,NeuMiss_d5,2,-5.3629654471118915,0.09954914772042336,success
AmesHousing,0.1,MCAR,NM+C_gelu,2,-7.367180470806579,0.09954914772042336,success
AmesHousing,0.1,MCAR,PretrainEnc,2,0.7770124439251453,0.09954914772042336,success
AmesHousing,0.1,MCAR,ImputeMLP,2,0.815236332819836,0.09954914772042336,success
AmesHousing,0.1,MCAR,IterImp+Ridge,2,0.7707797552816941,0.09954914772042336,success
AmesHousing,0.1,MCAR,IterImp+RF,2,0.8133780502710454,0.09954914772042336,success
AmesHousing,0.1,MCAR,NeuMiss_d3,3,-5.809705121025977,0.09718639245847097,success
AmesHousing,0.1,MCAR,NeuMiss_d5,3,-9.14988585282228,0.09718639245847097,success
AmesHousing,0.1,MCAR,NM+C_gelu,3,-15.085007738399234,0.09718639245847097,success
AmesHousing,0.1,MCAR,PretrainEnc,3,0.7912219018404626,0.09718639245847097,success
AmesHousing,0.1,MCAR,ImputeMLP,3,0.8083348061809359,0.09718639245847097,success
AmesHousing,0.1,MCAR,IterImp+Ridge,3,0.7465015762519929,0.09718639245847097,success
AmesHousing,0.1,MCAR,IterImp+RF,3,0.8689621216848645,0.09718639245847097,success
AmesHousing,0.1,MCAR,NeuMiss_d3,4,-4.356139006825844,0.09728283144875473,success
AmesHousing,0.1,MCAR,NeuMiss_d5,4,-4.843161900327581,0.09728283144875473,success
AmesHousing,0.1,MCAR,NM+C_gelu,4,-9.829084357504886,0.09728283144875473,success
AmesHousing,0.1,MCAR,PretrainEnc,4,-0.09930614572332819,0.09728283144875473,success
AmesHousing,0.1,MCAR,ImputeMLP,4,0.5926637504248173,0.09728283144875473,success
AmesHousing,0.1,MCAR,IterImp+Ridge,4,0.29335442664470746,0.09728283144875473,success
AmesHousing,0.1,MCAR,IterImp+RF,4,0.7420646998934758,0.09728283144875473,success
AmesHousing,0.1,MAR,NeuMiss_d3,0,-3.343808970493173,0.175760059792174,success
AmesHousing,0.1,MAR,NeuMiss_d5,0,-4.013070882333641,0.175760059792174,success
AmesHousing,0.1,MAR,NM+C_gelu,0,-3.4940462025594634,0.175760059792174,success
AmesHousing,0.1,MAR,PretrainEnc,0,0.7329104533632947,0.175760059792174,success
AmesHousing,0.1,MAR,ImputeMLP,0,0.656740697637694,0.175760059792174,success
AmesHousing,0.1,MAR,IterImp+Ridge,0,0.7842262050048113,0.175760059792174,success
AmesHousing,0.1,MAR,IterImp+RF,0,0.824679040084957,0.175760059792174,success
AmesHousing,0.1,MAR,NeuMiss_d3,1,-6.4585511611892885,0.1757118402970321,success
AmesHousing,0.1,MAR,NeuMiss_d5,1,-2.4169456094798445,0.1757118402970321,success
AmesHousing,0.1,MAR,NM+C_gelu,1,-6.018406282555228,0.1757118402970321,success
AmesHousing,0.1,MAR,PretrainEnc,1,0.7837907649695457,0.1757118402970321,success
AmesHousing,0.1,MAR,ImputeMLP,1,0.7197594884708761,0.1757118402970321,success
AmesHousing,0.1,MAR,IterImp+Ridge,1,0.8372758152237015,0.1757118402970321,success
AmesHousing,0.1,MAR,IterImp+RF,1,0.9052239617065413,0.1757118402970321,success
AmesHousing,0.1,MAR,NeuMiss_d3,2,-4.469824935115503,0.17913542445210598,success
AmesHousing,0.1,MAR,NeuMiss_d5,2,-5.830100583310003,0.17913542445210598,success
AmesHousing,0.1,MAR,NM+C_gelu,2,-6.4187943577409605,0.17913542445210598,success
AmesHousing,0.1,MAR,PretrainEnc,2,0.7429318201847528,0.17913542445210598,success
AmesHousing,0.1,MAR,ImputeMLP,2,0.8316816702419404,0.17913542445210598,success
AmesHousing,0.1,MAR,IterImp+Ridge,2,0.776150100487222,0.17913542445210598,success
AmesHousing,0.1,MAR,IterImp+RF,2,0.7599212278618983,0.17913542445210598,success
AmesHousing,0.1,MAR,NeuMiss_d3,3,-4.639966594030136,0.17706198616100488,success
AmesHousing,0.1,MAR,NeuMiss_d5,3,-4.820947438276268,0.17706198616100488,success
AmesHousing,0.1,MAR,NM+C_gelu,3,-3.952074236424118,0.17706198616100488,success
AmesHousing,0.1,MAR,PretrainEnc,3,0.7806642397931014,0.17706198616100488,success
AmesHousing,0.1,MAR,ImputeMLP,3,0.7611764977696278,0.17706198616100488,success
AmesHousing,0.1,MAR,IterImp+Ridge,3,0.7439068125585,0.17706198616100488,success
AmesHousing,0.1,MAR,IterImp+RF,3,0.8708992342918345,0.17706198616100488,success
AmesHousing,0.1,MAR,NeuMiss_d3,4,-3.085971447664983,0.17679677893772452,success
AmesHousing,0.1,MAR,NeuMiss_d5,4,-3.8022003861340394,0.17679677893772452,success
AmesHousing,0.1,MAR,NM+C_gelu,4,-3.7329470263018303,0.17679677893772452,success
AmesHousing,0.1,MAR,PretrainEnc,4,0.5025867855605202,0.17679677893772452,success
AmesHousing,0.1,MAR,ImputeMLP,4,0.7108228523659551,0.17679677893772452,success
AmesHousing,0.1,MAR,IterImp+Ridge,4,0.400046364319804,0.17679677893772452,success
AmesHousing,0.1,MAR,IterImp+RF,4,0.8041492637147531,0.17679677893772452,success
AmesHousing,0.3,MCAR,NeuMiss_d3,0,-6.610630049083017,0.2994189550835403,success
AmesHousing,0.3,MCAR,NeuMiss_d5,0,-8.239985470857036,0.2994189550835403,success
AmesHousing,0.3,MCAR,NM+C_gelu,0,-3.7288766673876896,0.2994189550835403,success
AmesHousing,0.3,MCAR,PretrainEnc,0,0.7213054586447363,0.2994189550835403,success
AmesHousing,0.3,MCAR,ImputeMLP,0,0.6077597768819216,0.2994189550835403,success
AmesHousing,0.3,MCAR,IterImp+Ridge,0,0.752320862347171,0.2994189550835403,success
AmesHousing,0.3,MCAR,IterImp+RF,0,0.7949662840408016,0.2994189550835403,success
AmesHousing,0.3,MCAR,NeuMiss_d3,1,-4.968578703544328,0.3002386865009523,success
AmesHousing,0.3,MCAR,NeuMiss_d5,1,-6.837778886295354,0.3002386865009523,success
AmesHousing,0.3,MCAR,NM+C_gelu,1,-5.355093205548449,0.3002386865009523,success
AmesHousing,0.3,MCAR,PretrainEnc,1,0.7299544577251142,0.3002386865009523,success
AmesHousing,0.3,MCAR,ImputeMLP,1,0.786114032212945,0.3002386865009523,success
AmesHousing,0.3,MCAR,IterImp+Ridge,1,0.7100500348366667,0.3002386865009523,success
AmesHousing,0.3,MCAR,IterImp+RF,1,0.7845133859660407,0.3002386865009523,success
AmesHousing,0.3,MCAR,NeuMiss_d3,2,-4.80549141257768,0.2977553825011452,success
AmesHousing,0.3,MCAR,NeuMiss_d5,2,-8.395626824989838,0.2977553825011452,success
AmesHousing,0.3,MCAR,NM+C_gelu,2,-7.112576637498341,0.2977553825011452,success
AmesHousing,0.3,MCAR,PretrainEnc,2,0.7644741552444747,0.2977553825011452,success
AmesHousing,0.3,MCAR,ImputeMLP,2,0.822769011752582,0.2977553825011452,success
AmesHousing,0.3,MCAR,IterImp+Ridge,2,0.7531294852589757,0.2977553825011452,success
AmesHousing,0.3,MCAR,IterImp+RF,2,0.7901065915576342,0.2977553825011452,success
AmesHousing,0.3,MCAR,NeuMiss_d3,3,-7.916378654084594,0.2968392120934494,success
AmesHousing,0.3,MCAR,NeuMiss_d5,3,-8.811709602898617,0.2968392120934494,success
AmesHousing,0.3,MCAR,NM+C_gelu,3,-7.4292462950797855,0.2968392120934494,success
AmesHousing,0.3,MCAR,PretrainEnc,3,0.7093316676699938,0.2968392120934494,success
AmesHousing,0.3,MCAR,ImputeMLP,3,0.6957021533528139,0.2968392120934494,success
AmesHousing,0.3,MCAR,IterImp+Ridge,3,0.7692481514498568,0.2968392120934494,success
AmesHousing,0.3,MCAR,IterImp+RF,3,0.8416916053499652,0.2968392120934494,success
AmesHousing,0.3,MCAR,NeuMiss_d3,4,-5.148327524865907,0.2937049449092268,success
AmesHousing,0.3,MCAR,NeuMiss_d5,4,-7.795781037625005,0.2937049449092268,success
AmesHousing,0.3,MCAR,NM+C_gelu,4,-5.6120749660876434,0.2937049449092268,success
AmesHousing,0.3,MCAR,PretrainEnc,4,0.5768862674510984,0.2937049449092268,success
AmesHousing,0.3,MCAR,ImputeMLP,4,0.706487877063598,0.2937049449092268,success
AmesHousing,0.3,MCAR,IterImp+Ridge,4,0.7103348630868132,0.2937049449092268,success
AmesHousing,0.3,MCAR,IterImp+RF,4,0.7480856714704275,0.2937049449092268,success
AmesHousing,0.3,MAR,NeuMiss_d3,0,-4.961507081513374,0.3339682233527015,success
AmesHousing,0.3,MAR,NeuMiss_d5,0,-9.012806436818897,0.3339682233527015,success
AmesHousing,0.3,MAR,NM+C_gelu,0,-3.8200181508962565,0.3339682233527015,success
AmesHousing,0.3,MAR,PretrainEnc,0,0.5761522932889422,0.3339682233527015,success
AmesHousing,0.3,MAR,ImputeMLP,0,0.6029842430720853,0.3339682233527015,success
AmesHousing,0.3,MAR,IterImp+Ridge,0,0.7684056128222524,0.3339682233527015,success
AmesHousing,0.3,MAR,IterImp+RF,0,0.7833247429289346,0.3339682233527015,success
AmesHousing,0.3,MAR,NeuMiss_d3,1,-7.906096891495368,0.3343057598186947,success
AmesHousing,0.3,MAR,NeuMiss_d5,1,-7.143026594875499,0.3343057598186947,success
AmesHousing,0.3,MAR,NM+C_gelu,1,-6.464056190252741,0.3343057598186947,success
AmesHousing,0.3,MAR,PretrainEnc,1,0.6795293927872124,0.3343057598186947,success
AmesHousing,0.3,MAR,ImputeMLP,1,0.699706399660074,0.3343057598186947,success
AmesHousing,0.3,MAR,IterImp+Ridge,1,0.7930290334445542,0.3343057598186947,success
AmesHousing,0.3,MAR,IterImp+RF,1,0.8805557083364459,0.3343057598186947,success
AmesHousing,0.3,MAR,NeuMiss_d3,2,-6.0689033263604335,0.33367890638185016,success
AmesHousing,0.3,MAR,NeuMiss_d5,2,-10.044772133656032,0.33367890638185016,success
AmesHousing,0.3,MAR,NM+C_gelu,2,-9.383180655248394,0.33367890638185016,success
AmesHousing,0.3,MAR,PretrainEnc,2,0.65254716947755,0.33367890638185016,success
AmesHousing,0.3,MAR,ImputeMLP,2,0.7448596868813809,0.33367890638185016,success
AmesHousing,0.3,MAR,IterImp+Ridge,2,0.7444290433754801,0.33367890638185016,success
AmesHousing,0.3,MAR,IterImp+RF,2,0.7981264769951993,0.33367890638185016,success
AmesHousing,0.3,MAR,NeuMiss_d3,3,-7.619692872240362,0.33459507678954603,success
AmesHousing,0.3,MAR,NeuMiss_d5,3,-12.356443243877662,0.33459507678954603,success
AmesHousing,0.3,MAR,NM+C_gelu,3,-3.344409916842067,0.33459507678954603,success
AmesHousing,0.3,MAR,PretrainEnc,3,0.7243380674699285,0.33459507678954603,success
AmesHousing,0.3,MAR,ImputeMLP,3,0.6278949796297542,0.33459507678954603,success
AmesHousing,0.3,MAR,IterImp+Ridge,3,0.7656188071535652,0.33459507678954603,success
AmesHousing,0.3,MAR,IterImp+RF,3,0.7867464578619485,0.33459507678954603,success
AmesHousing,0.3,MAR,NeuMiss_d3,4,-2.761330140947995,0.33119560238204304,success
AmesHousing,0.3,MAR,NeuMiss_d5,4,-5.467299676992974,0.33119560238204304,success
AmesHousing,0.3,MAR,NM+C_gelu,4,-6.374934683704149,0.33119560238204304,success
AmesHousing,0.3,MAR,PretrainEnc,4,0.570014654842596,0.33119560238204304,success
AmesHousing,0.3,MAR,ImputeMLP,4,0.7298017616853685,0.33119560238204304,success
AmesHousing,0.3,MAR,IterImp+Ridge,4,0.583565305125884,0.33119560238204304,success
AmesHousing,0.3,MAR,IterImp+RF,4,0.7583229596866415,0.33119560238204304,success
AmesHousing,0.5,MCAR,NeuMiss_d3,0,-7.882881611701375,0.495985727029438,success
AmesHousing,0.5,MCAR,NeuMiss_d5,0,-14.257775710631536,0.495985727029438,success
AmesHousing,0.5,MCAR,NM+C_gelu,0,-4.117450300658064,0.495985727029438,success
AmesHousing,0.5,MCAR,PretrainEnc,0,0.6318708722647596,0.495985727029438,success
AmesHousing,0.5,MCAR,ImputeMLP,0,0.7712877007468396,0.495985727029438,success
AmesHousing,0.5,MCAR,IterImp+Ridge,0,0.7225286540265038,0.495985727029438,success
AmesHousing,0.5,MCAR,IterImp+RF,0,0.7478812780011154,0.495985727029438,success
AmesHousing,0.5,MCAR,NeuMiss_d3,1,-5.656185022604327,0.5019890541746028,success
AmesHousing,0.5,MCAR,NeuMiss_d5,1,-15.480299222832002,0.5019890541746028,success
AmesHousing,0.5,MCAR,NM+C_gelu,1,-3.8683968962843016,0.5019890541746028,success
AmesHousing,0.5,MCAR,PretrainEnc,1,0.6853600955409458,0.5019890541746028,success
AmesHousing,0.5,MCAR,ImputeMLP,1,0.7165711302776865,0.5019890541746028,success
AmesHousing,0.5,MCAR,IterImp+Ridge,1,0.7284054766308697,0.5019890541746028,success
AmesHousing,0.5,MCAR,IterImp+RF,1,0.7550280280110088,0.5019890541746028,success
AmesHousing,0.5,MCAR,NeuMiss_d3,2,-6.014840901100917,0.49702244617498853,success
AmesHousing,0.5,MCAR,NeuMiss_d5,2,-22.487798571225127,0.49702244617498853,success
AmesHousing,0.5,MCAR,NM+C_gelu,2,-4.754774170299282,0.49702244617498853,success
AmesHousing,0.5,MCAR,PretrainEnc,2,0.6996884813824059,0.49702244617498853,success
AmesHousing,0.5,MCAR,ImputeMLP,2,0.7381528162645723,0.49702244617498853,success
AmesHousing,0.5,MCAR,IterImp+Ridge,2,0.676545183296309,0.49702244617498853,success
AmesHousing,0.5,MCAR,IterImp+RF,2,0.750446065680624,0.49702244617498853,success
AmesHousing,0.5,MCAR,NeuMiss_d3,3,-10.021256940681235,0.4925621428743641,success
AmesHousing,0.5,MCAR,NeuMiss_d5,3,-13.785167918578173,0.4925621428743641,success
AmesHousing,0.5,MCAR,NM+C_gelu,3,-7.4555644837158646,0.4925621428743641,success
AmesHousing,0.5,MCAR,PretrainEnc,3,0.6140198173613278,0.4925621428743641,success
AmesHousing,0.5,MCAR,ImputeMLP,3,0.6913827495257867,0.4925621428743641,success
AmesHousing,0.5,MCAR,IterImp+Ridge,3,0.7301027047254358,0.4925621428743641,success
AmesHousing,0.5,MCAR,IterImp+RF,3,0.7614902535518788,0.4925621428743641,success
AmesHousing,0.5,MCAR,NeuMiss_d3,4,-7.083020929756556,0.4952865443498807,success
AmesHousing,0.5,MCAR,NeuMiss_d5,4,-9.430083109305569,0.4952865443498807,success
AmesHousing,0.5,MCAR,NM+C_gelu,4,-4.020433463200105,0.4952865443498807,success
AmesHousing,0.5,MCAR,PretrainEnc,4,0.6355088917644915,0.4952865443498807,success
AmesHousing,0.5,MCAR,ImputeMLP,4,0.7319800121821438,0.4952865443498807,success
AmesHousing,0.5,MCAR,IterImp+Ridge,4,0.7133217570501929,0.4952865443498807,success
AmesHousing,0.5,MCAR,IterImp+RF,4,0.7156467651161964,0.4952865443498807,success
AmesHousing,0.5,MAR,NeuMiss_d3,0,-8.352010868755306,0.46770499312872194,success
AmesHousing,0.5,MAR,NeuMiss_d5,0,-10.8611025575627,0.46770499312872194,success
AmesHousing,0.5,MAR,NM+C_gelu,0,-5.2663522721239655,0.46770499312872194,success
AmesHousing,0.5,MAR,PretrainEnc,0,0.541339883881393,0.46770499312872194,success
AmesHousing,0.5,MAR,ImputeMLP,0,0.49676623231391115,0.46770499312872194,success
AmesHousing,0.5,MAR,IterImp+Ridge,0,0.5829277562433892,0.46770499312872194,success
AmesHousing,0.5,MAR,IterImp+RF,0,0.6501463733723556,0.46770499312872194,success
AmesHousing,0.5,MAR,NeuMiss_d3,1,-5.745042945585903,0.4686934927791306,success
AmesHousing,0.5,MAR,NeuMiss_d5,1,-9.020955079083059,0.4686934927791306,success
AmesHousing,0.5,MAR,NM+C_gelu,1,-6.8987826326779,0.4686934927791306,success
AmesHousing,0.5,MAR,PretrainEnc,1,0.5097919010176066,0.4686934927791306,success
