scenario,distribution,response,missing_mechanism,method,seed,r2_test,mse_test,time_s,status
gaussian_quadratic_MAR,gaussian,quadratic,MAR,ImputeMLP,0,0.7608030674473399,2131.02392578125,2.4425547122955322,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,PretrainEnc_d3,0,0.7395710462523135,2320.181640625,9.371577978134155,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_128,0,0.7142646879088272,2545.637939453125,4.647417068481445,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d5_128,0,0.7288560813206773,2415.64208984375,6.531141996383667,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_256_128,0,0.7541731270610919,2190.090576171875,4.039551019668579,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,SuffStat_d3,0,0.718104971064558,2511.424560546875,5.3808581829071045,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NeuMiss_orig_d3,1,0.48318190683244844,6676.56298828125,1.3062691688537598,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM+C_gelu_d3,1,0.6399155922301915,4651.7841796875,2.4458820819854736,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,ImputeMLP,1,0.6622038622262001,4363.85107421875,3.5485098361968994,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,PretrainEnc_d3,1,0.6363826515802078,4697.4248046875,6.4369893074035645,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_128,1,0.6669172719191088,4302.96044921875,4.394959926605225,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d5_128,1,0.6428938651289928,4613.30908203125,4.366457939147949,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_256_128,1,0.6708851779170043,4251.70068359375,4.499922752380371,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,SuffStat_d3,1,0.6568658985352991,4432.81005859375,3.620581865310669,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NeuMiss_orig_d3,2,0.05392078948076373,31458.349609375,2.0040769577026367,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM+C_gelu_d3,2,0.6748921476131855,10810.25390625,3.2210187911987305,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,ImputeMLP,2,0.7218568502227769,9248.6171875,3.6507019996643066,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,PretrainEnc_d3,2,0.698222014210212,10034.505859375,8.93668794631958,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_128,2,0.6797934795518359,10647.2783203125,6.929157733917236,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d5_128,2,0.6679829045611372,11039.9951171875,7.149811029434204,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,NM-NL_d3_256_128,2,0.7215041852823123,9260.34375,5.1729841232299805,success
gaussian_quadratic_MAR,gaussian,quadratic,MAR,SuffStat_d3,2,0.6990046731041528,10008.4814453125,4.054887294769287,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NeuMiss_orig_d3,0,0.664205069423699,11.834650039672852,1.757317066192627,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM+C_gelu_d3,0,0.744437634485416,9.006958961486816,2.2236487865448,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,ImputeMLP,0,0.8031861272746166,6.936445713043213,1.327678918838501,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,PretrainEnc_d3,0,0.7661972395041845,8.240070343017578,3.710141897201538,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_128,0,0.777765163568902,7.832374095916748,2.369128942489624,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d5_128,0,0.7585313001952609,8.510246276855469,2.4380571842193604,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_256_128,0,0.7853793922882761,7.56402063369751,3.080012083053589,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,SuffStat_d3,0,0.7891900514345833,7.429718971252441,2.090698003768921,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NeuMiss_orig_d3,1,0.39163347118212055,39.57320022583008,2.6333041191101074,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM+C_gelu_d3,1,0.4278834329168548,37.21520233154297,1.6981468200683594,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,ImputeMLP,1,0.5336924345259312,30.332508087158203,1.1767890453338623,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,PretrainEnc_d3,1,0.506001166548147,32.1337776184082,4.669109106063843,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_128,1,0.5242181306634792,30.948795318603516,2.2201309204101562,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d5_128,1,0.49112931970867024,33.101165771484375,5.491595029830933,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_256_128,1,0.5045170020345979,32.23031997680664,2.1143949031829834,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,SuffStat_d3,1,0.5126219371806903,31.703107833862305,1.3574299812316895,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NeuMiss_orig_d3,2,0.6289434329889986,9.729626655578613,1.572815179824829,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM+C_gelu_d3,2,0.6635884622818096,8.821185111999512,2.2329838275909424,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,ImputeMLP,2,0.7430928343632486,6.736468315124512,3.1711390018463135,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,PretrainEnc_d3,2,0.7199245415790179,7.343973636627197,5.044081926345825,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_128,2,0.712948218270704,7.526902675628662,2.303349018096924,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d5_128,2,0.7023084841678577,7.805891513824463,3.069880962371826,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,NM-NL_d3_256_128,2,0.7254771224676708,7.1983771324157715,2.667602062225342,success
gaussian_cubic_MNAR_censoring,gaussian,cubic,MNAR_censoring,SuffStat_d3,2,0.7419265010524405,6.7670512199401855,2.6228597164154053,success
